,sample,plate,batch,well,row,col,replicate,region,sort,cm.from.mouth,Paired DNA,prior_cell_type,n_counts,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,total_counts_ribo,pct_counts_ribo,_scvi_batch,_scvi_labels,leiden,S_score,G2M_score,phase,esophageal_diff_score,basal_epithelial_score,cd8_score,cd4_score,cd8_cd4_score,leiden2,leiden3,cell_type,Cell Type,dpt_pseudotime,Diffusion Pseudotime,% MT,% ribo
cu08_p3r3L23,cu08,p3,cu08_p3,L23,L,23,3,C,CD45+,33.0,True,,238565.0,1335,238565.0,7295.0,3.0578668,30420.0,12.751243,0,0,7,-0.03276768821597398,-0.042967989888543695,G1,-0.11967132419347763,0.04354244418442249,-0.04578189738094807,-0.05334193184971809,0.007560034468770023,7,t0,CD4+ T Cell,CD4+ T Cell,,,3.0578668,12.751243
cu08_p2r2C8,cu08,p2,cu08_p2,C8,C,8,2,B,EPCAM+,39.0,True,,806564.0,4595,806564.0,56464.0,7.0005603,145578.0,18.049156,0,0,2,-0.07973282817803368,-0.1928513165167405,G1,0.41806004171884237,1.0209543124735354,-0.03249673750251532,-0.04147261645024022,0.008975878947724898,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.18936333,0.18936333,7.0005603,18.049156
cu08_p2r2F14,cu08,p2,cu08_p2,F14,F,14,2,B,EPCAM+,39.0,True,,1320558.0,6373,1320558.0,105544.0,7.9923787,158455.0,11.999094,0,0,1,-0.12603130980228633,0.737352755695011,G2M,0.6296027907106806,0.41121464323624973,-0.06798868026584387,-0.08534891586129864,0.01736023559545477,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.62056416,0.62056416,7.9923787,11.999094
cu08_p3r3M11,cu08,p3,cu08_p3,M11,M,11,3,C,EPCAM+,33.0,True,,1044054.0,3127,1044054.0,102090.0,9.77823,276530.0,26.48618,0,0,8,-0.07438255895379446,-0.14102152958710595,G1,0.3534237453341484,0.5506704653613269,-0.022050881935283543,-0.04775264948606491,0.02570176755078137,8,8,Basal Epithelial,Basal Epithelial,0.2411636,0.2411636,9.77823,26.48618
cu08_p1r1B17,cu08,p1,cu08_p1,B17,B,17,1,A,EPCAM+,41.0,True,,576239.0,3562,576239.0,82873.0,14.381706,146775.0,25.4712,0,0,4,-0.034842872687021936,-0.1651410111277313,G1,0.34812494811415673,0.37869952264428136,-0.05547180570662022,-0.04166480834285418,-0.01380699736376604,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.29329592,0.29329592,14.381706,25.4712
cu08_p2r1E13,cu08,p2,cu08_p2,E13,E,13,1,B,EPCAM+,39.0,True,,564198.0,4007,564198.0,82048.0,14.542413,92097.0,16.323524,0,0,8,-0.12443940989769897,-0.1366546527510714,G1,0.10871444384797535,0.6501210206598043,-0.06902381079271436,-0.08025190771867831,0.011228096925963951,8,8,Basal Epithelial,Basal Epithelial,0.15524974,0.15524974,14.542413,16.323524
cu08_p3r2E8,cu08,p3,cu08_p3,E8,E,8,2,C,EPCAM+,33.0,True,,273248.0,2603,273248.0,42134.0,15.419692,90077.0,32.96529,0,0,2,-0.11876354723028018,-0.09486510604108264,G1,-0.17360500337972362,0.055303249746561034,-0.04703766964375973,-0.02299906834959984,-0.02403860129415989,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.2180964,0.2180964,15.419692,32.96529
cu08_p2r3O7,cu08,p2,cu08_p2,O7,O,7,3,B,EPCAM+,39.0,True,,593384.0,3944,593384.0,50172.0,8.455234,52343.0,8.821101,0,0,0,-0.1680619169773963,-0.18811677175300234,G1,0.869471604608876,0.6334709739983082,-0.005660944525152445,-0.04724730248252551,0.04158635795737307,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.79922134,0.79922134,8.455234,8.821101
cu08_p1r2F22,cu08,p1,cu08_p1,F22,F,22,2,A,CD45+,41.0,True,,796890.0,3481,796890.0,89071.0,11.177327,193714.0,24.30875,0,0,2,-0.14003854687214254,-0.0997486563302208,G1,0.367910526796518,1.0644420983158052,-0.027228125697001816,-0.048641865104436875,0.02141373940743506,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.23692061,0.23692061,11.177327,24.30875
cu08_p1r2E2,cu08,p1,cu08_p1,E2,E,2,2,A,EPCAM+,41.0,True,,1221007.0,5721,1221007.0,72796.0,5.961964,201416.0,16.495892,0,0,4,0.08589013295666598,-0.15543733386944594,S,0.5894950624684638,0.8380393951311707,-0.054246909907087686,-0.04955154792716106,-0.004695361979926628,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.49868795,0.49868795,5.961964,16.495892
cu08_p2r3L17,cu08,p2,cu08_p2,L17,L,17,3,B,EPCAM+,39.0,True,,475453.0,3965,475453.0,49029.0,10.31206,112976.0,23.761759,0,0,8,-0.14715049058257496,-0.09180876446739455,G1,0.060351859793943474,0.5521934526115656,-0.05771107193082571,-0.08164414764692386,0.02393307571609815,8,8,Basal Epithelial,Basal Epithelial,0.19625445,0.19625445,10.31206,23.761759
cu08_p3r4N18,cu08,p3,cu08_p3,N18,N,18,4,C,EPCAM+,33.0,True,,1249953.0,6868,1249953.0,67554.0,5.4045234,225864.0,18.0698,0,0,1,-0.25530367449399594,0.4393638412098421,G2M,0.4855256894655964,0.28379194202274083,-0.0550646754167974,-0.07561015559981267,0.020545480183015268,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5860127,0.5860127,5.4045234,18.0698
cu08_p3r2C2,cu08,p3,cu08_p3,C2,C,2,2,C,EPCAM+,33.0,True,,912701.0,3995,912701.0,116101.0,12.720595,115849.0,12.692985,0,0,4,0.1485473255784518,-0.18679676478687712,S,-0.01811831523916302,0.49513090132176873,-0.06826854992657899,-0.05907736582060655,-0.009191184105972444,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.29049712,0.29049712,12.720595,12.692985
cu08_p3r2E4,cu08,p3,cu08_p3,E4,E,4,2,C,EPCAM+,33.0,True,,991468.0,3613,991468.0,113500.0,11.447672,262421.0,26.467926,0,0,8,-0.16663619559822662,-0.07412668360028785,G1,-0.0017140832166461228,0.5844768509268761,-0.04272195044904947,-0.0393791114538908,-0.0033428389951586715,8,8,Basal Epithelial,Basal Epithelial,0.23466429,0.23466429,11.447672,26.467926
cu08_p1r2F6,cu08,p1,cu08_p1,F6,F,6,2,A,EPCAM+,41.0,True,,665383.0,4073,665383.0,65991.0,9.917747,139253.0,20.928247,0,0,2,0.10274301358401233,-0.05593210701916396,S,0.2991113260589978,0.49448310199752443,-0.04124700888991356,-0.03595564467832446,-0.0052913642115891,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.39394748,0.39394748,9.917747,20.928247
cu08_p2r1F13,cu08,p2,cu08_p2,F13,F,13,1,B,EPCAM+,39.0,True,,481584.0,4106,481584.0,44371.0,9.213553,47114.0,9.783133,0,0,4,-0.20546030559665956,-0.13531174681886293,G1,0.6149248166759224,1.172764819279313,-0.014034976251423359,-0.03949658803641796,0.0254616117849946,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.36820176,0.36820176,9.213553,9.783133
cu08_p3r3J11,cu08,p3,cu08_p3,J11,J,11,3,C,EPCAM+,33.0,True,,808699.0,3343,808699.0,98653.0,12.1989765,210530.0,26.033173,0,0,2,-0.06571972153358982,-0.05399218615423376,G1,0.02860232540329588,0.5745211958773435,-0.048264450654387475,-0.04500711313138406,-0.0032573375230034174,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.22287811,0.22287811,12.1989765,26.033173
cu08_p2r2F24,cu08,p2,cu08_p2,F24,F,24,2,B,CD45+,39.0,True,,350851.0,1474,350851.0,24019.0,6.845926,19050.0,5.429655,0,0,7,-0.056534075121125585,-0.12587585149506866,G1,-0.2561382611989975,-0.20959333005547523,0.9494192092865705,1.1429323892792065,-0.19351317999263595,7,t0,CD4+ T Cell,CD4+ T Cell,,,6.845926,5.429655
cu08_p1r3N23,cu08,p1,cu08_p1,N23,N,23,3,A,CD45+,41.0,True,,2831293.0,8683,2831293.0,177314.0,6.262651,569364.0,20.109682,0,0,4,0.22385958413266482,0.08298792741753946,S,0.5536203671750777,0.6504690649937839,-0.05635587071999908,-0.05921851900716623,0.0028626482871671535,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.4014843,0.4014843,6.262651,20.109682
cu08_p3r1E7,cu08,p3,cu08_p3,E7,E,7,1,C,EPCAM+,33.0,True,,816750.0,3444,816750.0,91502.0,11.203183,251053.0,30.738047,0,0,8,-0.10749373789456555,-0.12340347939631442,G1,-0.07878853957267373,0.23955859774351118,-0.0534555222094059,-0.03551966885725657,-0.017935853352149332,8,8,Basal Epithelial,Basal Epithelial,0.21313685,0.21313685,11.203183,30.738047
cu08_p3r4O10,cu08,p3,cu08_p3,O10,O,10,4,C,EPCAM+,33.0,True,,642780.0,3805,642780.0,58144.0,9.045708,68703.0,10.688416,0,0,4,-0.07681545446628754,-0.08204535330174964,G1,0.48591214817104966,0.46329517081007365,-0.06803567021153867,-0.05740685279791554,-0.010628817413623128,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.42055362,0.42055362,9.045708,10.688416
cu08_p1r3J9,cu08,p1,cu08_p1,J9,J,9,3,A,EPCAM+,41.0,True,,2167768.0,4192,2167768.0,304519.0,14.047583,415161.0,19.15154,0,0,8,-0.038617380827667025,-0.14517656463175338,G1,0.11304400967269695,0.7584160673525184,-0.04388839659746736,-0.04052078404153387,-0.0033676125559334927,8,8,Basal Epithelial,Basal Epithelial,0.19470462,0.19470462,14.047583,19.15154
cu08_p3r1G7,cu08,p3,cu08_p3,G7,G,7,1,C,EPCAM+,33.0,True,,763736.0,3122,763736.0,101785.0,13.32725,159660.0,20.90513,0,0,8,-0.15152810761392266,-0.05942310071754994,G1,-0.10008695176068474,0.40791158375144004,-0.05276917021721601,-0.06651376739144325,0.013744597174227241,8,8,Basal Epithelial,Basal Epithelial,0.24502979,0.24502979,13.32725,20.90513
cu08_p3r4L20,cu08,p3,cu08_p3,L20,L,20,4,C,EPCAM+,33.0,True,,669814.0,2753,669814.0,40335.0,6.021821,209108.0,31.218815,0,0,2,-0.17820362454396116,-0.09298245104958539,G1,0.4590058121549732,0.6561698183342815,-0.01345991913229227,0.3180173552160462,-0.33147727434833846,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.1913355,0.1913355,6.021821,31.218815
cu08_p2r3N3,cu08,p2,cu08_p2,N3,N,3,3,B,EPCAM+,39.0,True,,528243.0,5196,528243.0,74073.0,14.022523,77533.0,14.677525,0,0,4,0.30661332595641017,0.09347960908876751,S,-0.04559617402185412,0.4781273786723613,-0.04726246614009142,-0.06466750279068947,0.017405036650598053,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.25648907,0.25648907,14.022523,14.677525
cu08_p3r4I20,cu08,p3,cu08_p3,I20,I,20,4,C,EPCAM+,33.0,True,,667374.0,2395,667374.0,36090.0,5.4077625,194314.0,29.116207,0,0,8,-0.10757526454971336,-0.1787167291078911,G1,0.2894972817222861,0.7370625347793103,-0.034296617992222306,-0.04796482580403487,0.013668207811812563,8,8,Basal Epithelial,Basal Epithelial,0.23175626,0.23175626,5.4077625,29.116207
cu08_p2r1B11,cu08,p2,cu08_p2,B11,B,11,1,B,EPCAM+,39.0,True,,752437.0,4775,752437.0,105944.0,14.080116,96430.0,12.815692,0,0,5,0.03648189092460252,-0.12214348061076766,S,0.36252499819897555,0.8205466711223124,-0.0674373023957014,-0.07139175915469725,0.003954456758995847,5,5,Basal Epithelial,Basal Epithelial,0.13581194,0.13581194,14.080116,12.815692
cu08_p3r2G16,cu08,p3,cu08_p3,G16,G,16,2,C,EPCAM+,33.0,True,,1028603.0,5251,1028603.0,49529.0,4.8151717,260491.0,25.324738,0,0,4,0.03171787846716334,-0.11612123714959516,S,0.2668760521692389,0.3992531303279102,-0.027556440318003295,-0.027574834742893774,1.8394424890478406e-05,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.34913906,0.34913906,4.8151717,25.324738
cu08_p2r4O2,cu08,p2,cu08_p2,O2,O,2,4,B,EPCAM+,39.0,True,,1030242.0,6377,1030242.0,61165.0,5.9369545,188145.0,18.262213,0,0,1,-0.1627196821957694,0.713187040621031,G2M,0.2825205441976294,0.49734539557993407,-0.04633706990629435,-0.0629125364497304,0.01657546654343605,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5693222,0.5693222,5.9369545,18.262213
cu08_p3r1H1,cu08,p3,cu08_p3,H1,H,1,1,C,EPCAM+,33.0,True,,473471.0,2975,473471.0,61337.0,12.954754,175727.0,37.114628,0,0,5,-0.09491040513189337,-0.10555945691821461,G1,-0.15011496276934355,0.12179913627356292,-0.03626568706706166,-0.05215644314885139,0.015890756081789734,5,5,Basal Epithelial,Basal Epithelial,0.14106882,0.14106882,12.954754,37.114628
cu08_p3r3L7,cu08,p3,cu08_p3,L7,L,7,3,C,EPCAM+,33.0,True,,767017.0,2716,767017.0,75714.0,9.871228,244888.0,31.927322,0,0,5,-0.11867426721242083,-0.04953797773079395,G1,0.10124365075327019,0.31444254945218564,-0.008654308598488569,-0.03302548269430796,0.02437117409581939,5,5,Basal Epithelial,Basal Epithelial,0.12508945,0.12508945,9.871228,31.927322
cu08_p2r3L21,cu08,p2,cu08_p2,L21,L,21,3,B,EPCAM+,39.0,True,,252463.0,1236,252463.0,8180.0,3.2400787,28311.0,11.213921,0,0,2,-0.16450395978101093,-0.13193813052570835,G1,0.9777155764015282,0.43417517066001887,-0.04661763191223144,-0.032709912558396656,-0.013907719353834787,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.6320328,0.6320328,3.2400787,11.213921
cu08_p3r3M21,cu08,p3,cu08_p3,M21,M,21,3,C,EPCAM+,33.0,True,,902625.0,4048,902625.0,111299.0,12.330591,214960.0,23.814983,0,0,5,0.23862462221543176,-0.1328072922987413,S,0.3270240189928342,0.7590862572044135,-0.04356854561716318,-0.05034920478860537,0.006780659171442188,5,5,Basal Epithelial,Basal Epithelial,0.17531516,0.17531516,12.330591,23.814983
cu08_p3r3L15,cu08,p3,cu08_p3,L15,L,15,3,C,EPCAM+,33.0,True,,782404.0,3767,782404.0,71988.0,9.200873,202721.0,25.910017,0,0,5,-0.15219299965210242,-0.1399437096168205,G1,-0.04996970638413639,0.39072321780771013,-0.04756661331281066,-0.03375301561007897,-0.01381359770273169,5,5,Basal Epithelial,Basal Epithelial,0.18703517,0.18703517,9.200873,25.910017
cu08_p3r1H19,cu08,p3,cu08_p3,H19,H,19,1,C,EPCAM+,33.0,True,,1058193.0,4778,1058193.0,66474.0,6.281841,180283.0,17.036873,0,0,1,-0.11008831838094502,0.14098013605081966,G2M,0.4200064031832358,0.29130889114364983,-0.049478098349645734,-0.0469426487510403,-0.0025354495986054312,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6264187,0.6264187,6.281841,17.036873
cu08_p2r1G23,cu08,p2,cu08_p2,G23,G,23,1,B,CD45+,39.0,True,,337114.0,1702,337114.0,13665.0,4.053525,31059.0,9.213204,0,0,7,-0.06976760845477734,-0.026130137123310804,G1,-0.1880201893299818,-0.09926595306396484,1.354257051423192,0.12720293369144203,1.22705411773175,7,t1,CD8+ T Cell,CD8+ T Cell,,,4.053525,9.213204
cu08_p3r2D16,cu08,p3,cu08_p3,D16,D,16,2,C,EPCAM+,33.0,True,,624882.0,3629,624882.0,63902.0,10.226251,164280.0,26.289764,0,0,8,-0.14182470566203734,-0.07844474519843461,G1,0.17992037469060984,0.5795970359444619,-0.015666714757680892,-0.03789537027478218,0.02222865551710129,8,8,Basal Epithelial,Basal Epithelial,0.23666455,0.23666455,10.226251,26.289764
cu08_p3r1C9,cu08,p3,cu08_p3,C9,C,9,1,C,EPCAM+,33.0,True,,1256364.0,4640,1256364.0,192846.0,15.349533,270445.0,21.526007,0,0,1,-0.14785028801155975,0.6315292624378024,G2M,-0.036833205846302675,0.5977566322088241,-0.05128526885062456,-0.05688070817540089,0.0055954393247763315,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6083622,0.6083622,15.349533,21.526007
cu08_p2r4K14,cu08,p2,cu08_p2,K14,K,14,4,B,EPCAM+,39.0,True,,492656.0,4289,492656.0,90673.0,18.404932,101240.0,20.549835,0,0,2,0.011200270875032226,-0.08473012423280954,S,0.29214287581776865,0.6708562514036893,-0.015143076069653033,-0.009593712463974953,-0.0055493636056780805,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.21898748,0.21898748,18.404932,20.549835
cu08_p3r2D18,cu08,p3,cu08_p3,D18,D,18,2,C,EPCAM+,33.0,True,,521573.0,3699,521573.0,79540.0,15.250023,130317.0,24.98538,0,0,5,0.08560313945468517,-0.11654806933314589,S,-0.09714645684817258,0.1700141353607178,-0.06169342949986458,-0.0591971305757761,-0.0024962989240884803,5,5,Basal Epithelial,Basal Epithelial,0.12418832,0.12418832,15.250023,24.98538
cu08_p3r4N16,cu08,p3,cu08_p3,N16,N,16,4,C,EPCAM+,33.0,True,,697494.0,1562,697494.0,824.0,0.11813722,78686.0,11.281243,0,0,11,-0.11873546939646228,-0.0808262993903974,G1,1.4394429585526096,-0.13191055711358785,-0.01562513900920749,-0.04431784832229217,0.028692709313084683,11,11,Terminally Differentiated Epithelial,Terminally Differentiated Epithelial,0.9607713,0.9607713,0.11813722,11.281243
cu08_p3r3I7,cu08,p3,cu08_p3,I7,I,7,3,C,EPCAM+,33.0,True,,735964.0,3037,735964.0,47064.0,6.394878,183258.0,24.900402,0,0,8,-0.14941152112885686,-0.10772149955116951,G1,0.18729539233358472,0.674785832926631,-0.01817779812961817,-0.029554377297560375,0.011376579167942207,8,8,Basal Epithelial,Basal Epithelial,0.20996661,0.20996661,6.394878,24.900402
cu08_p3r1H17,cu08,p3,cu08_p3,H17,H,17,1,C,EPCAM+,33.0,True,,924665.0,4608,924665.0,56987.0,6.1629887,190043.0,20.552631,0,0,2,-0.15520310262387874,-0.12760545723114655,G1,0.42511632042882197,0.444292384814471,-0.04309190288186073,-0.04002128600453337,-0.0030706168773273618,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.6132056,0.6132056,6.1629887,20.552631
cu08_p2r3J21,cu08,p2,cu08_p2,J21,J,21,3,B,EPCAM+,39.0,True,,675522.0,3862,675522.0,15857.0,2.34737,102902.0,15.232961,0,0,1,-0.19442486973497639,0.797705737034698,G2M,0.3464916002351571,0.38400844300538306,-0.04230411935597658,-0.048895287699997424,0.006591168344020841,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.59862375,0.59862375,2.34737,15.232961
cu08_p3r1E19,cu08,p3,cu08_p3,E19,E,19,1,C,EPCAM+,33.0,True,,962268.0,4433,962268.0,79846.0,8.2976885,230847.0,23.989885,0,0,0,-0.20578856355234587,-0.19566527817105356,G1,0.6358693645592122,0.41977905549481515,-0.024148686835542322,-0.03046115340664983,0.006312466571107508,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.7116866,0.7116866,8.2976885,23.989885
cu08_p2r1G17,cu08,p2,cu08_p2,G17,G,17,1,B,EPCAM+,39.0,True,,695420.0,4832,695420.0,72932.0,10.487475,111872.0,16.08697,0,0,4,0.4231680418524062,-0.08954160834456648,S,0.7827134167411749,0.6805480442233385,-0.04225122973322868,-0.04730453278248509,0.0050533030492564066,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.3396565,0.3396565,10.487475,16.08697
cu08_p3r1F7,cu08,p3,cu08_p3,F7,F,7,1,C,EPCAM+,33.0,True,,1037187.0,5100,1037187.0,59820.0,5.7675233,146693.0,14.143351,0,0,0,0.08746006135423717,-0.09427789499238645,S,0.6603972977320938,0.41648239292204386,-0.04058591194450855,-0.028526691993077596,-0.012059219951430954,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.62402064,0.62402064,5.7675233,14.143351
cu08_p3r3P17,cu08,p3,cu08_p3,P17,P,17,3,C,EPCAM+,33.0,True,,1146609.0,4895,1146609.0,163109.0,14.225337,242741.0,21.170338,0,0,6,0.6132091988075636,0.12253753793429695,S,0.07018340526258243,0.5649463806599377,-0.0393899542838335,-0.04274237653861443,0.0033524222547809263,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.3904076,0.3904076,14.225337,21.170338
cu08_p3r3K17,cu08,p3,cu08_p3,K17,K,17,3,C,EPCAM+,33.0,True,,687573.0,3041,687573.0,89669.0,13.041379,174089.0,25.319347,0,0,2,-0.15303487450055867,-0.1471714477187821,G1,0.3014800270620514,0.5805032419115305,-0.0828778625652194,-0.06592550540963808,-0.016952357155581313,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.33777943,0.33777943,13.041379,25.319347
cu08_p1r1B19,cu08,p1,cu08_p1,B19,B,19,1,A,EPCAM+,41.0,True,,954568.0,4003,954568.0,98351.0,10.303195,99015.0,10.372755,0,0,10,-0.1856874012946149,-0.20450547664454413,G1,0.9432939768100487,0.3572746178358793,-0.045757399629801514,-0.04593836396932602,0.00018096433952450447,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.7872065,0.7872065,10.303195,10.372755
cu08_p3r3P19,cu08,p3,cu08_p3,P19,P,19,3,C,EPCAM+,33.0,True,,1058675.0,4323,1058675.0,89421.0,8.446501,225350.0,21.286041,0,0,0,-0.1969857559131752,-0.17798896644847814,G1,0.7220704364452292,0.3311775206103921,-0.03575487770140171,-0.038295876930157347,0.0025409992287556346,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6894629,0.6894629,8.446501,21.286041
cu08_p3r1G3,cu08,p3,cu08_p3,G3,G,3,1,C,EPCAM+,33.0,True,,566472.0,2513,566472.0,72225.0,12.749969,117939.0,20.819918,0,0,5,-0.08040628336432801,-0.009139305796822206,G1,0.46680309753908833,0.6531879485100507,-0.015892806127667428,-0.05151963770389557,0.03562683157622814,5,5,Basal Epithelial,Basal Epithelial,0.15650687,0.15650687,12.749969,20.819918
cu08_p2r3P5,cu08,p2,cu08_p2,P5,P,5,3,B,EPCAM+,39.0,True,,1365021.0,3739,1365021.0,118681.0,8.694446,345649.0,25.321882,0,0,8,-0.21340166026107607,-0.12741920345745583,G1,0.17103808521391717,0.42310309749841696,-0.05408992424607277,-0.07851341130832831,0.02442348706225554,8,8,Basal Epithelial,Basal Epithelial,0.24619892,0.24619892,8.694446,25.321882
cu08_p3r1H13,cu08,p3,cu08_p3,H13,H,13,1,C,EPCAM+,33.0,True,,1038388.0,6197,1038388.0,59117.0,5.6931515,207701.0,20.002253,0,0,4,0.285879741578583,0.09711109968426812,S,0.5277504246436499,0.2911921504288912,-0.06228458233177662,-0.0591761173804601,-0.003108464951316517,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.44550142,0.44550142,5.6931515,20.002253
cu08_p2r3K7,cu08,p2,cu08_p2,K7,K,7,3,B,EPCAM+,39.0,True,,711305.0,4776,711305.0,67576.0,9.500284,159724.0,22.455065,0,0,8,-0.186218492579378,-0.12265745127716887,G1,0.03052799238965792,0.3877293009608984,-0.07474602833390236,-0.051093200022975606,-0.02365282831092675,8,8,Basal Epithelial,Basal Epithelial,0.2061832,0.2061832,9.500284,22.455065
cu08_p2r4L8,cu08,p2,cu08_p2,L8,L,8,4,B,EPCAM+,39.0,True,,990362.0,4961,990362.0,104395.0,10.541095,123005.0,12.420206,0,0,4,0.4560123763114424,-0.07211749286871855,S,0.7967929625695243,0.5041686247885228,-0.05516180031001568,-0.036679061005512874,-0.018482739304502803,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.43853486,0.43853486,10.541095,12.420206
cu08_p3r2G2,cu08,p3,cu08_p3,G2,G,2,2,C,EPCAM+,33.0,True,,957495.0,1940,957495.0,1454.0,0.15185457,39691.0,4.145296,0,0,11,-0.14172493708743292,0.019086721608451068,G2M,1.5450332747044808,-0.02067756218463182,-0.07202023893594742,-0.06529860669126113,-0.00672163224468629,11,11,Terminally Differentiated Epithelial,Terminally Differentiated Epithelial,0.9436808,0.9436808,0.15185457,4.145296
cu08_p3r3J15,cu08,p3,cu08_p3,J15,J,15,3,C,EPCAM+,33.0,True,,860811.0,4037,860811.0,47113.0,5.4730945,227885.0,26.47329,0,0,2,-0.0018108680823724077,-0.20860733017632432,G1,0.2546094048855936,0.3379611931554973,-0.056440089624375106,-0.02969855358824134,-0.026741536036133766,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.3686285,0.3686285,5.4730945,26.47329
cu08_p3r3M3,cu08,p3,cu08_p3,M3,M,3,3,C,EPCAM+,33.0,True,,1174702.0,4728,1174702.0,71057.0,6.0489383,249477.0,21.237473,0,0,2,-0.18242456836638243,-0.20354437190722063,G1,0.506371787869974,0.47286300931498404,-0.03648386717773974,-0.060407456047832965,0.023923588870093222,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.48787206,0.48787206,6.0489383,21.237473
