,sample,plate,batch,well,row,col,replicate,region,sort,cm.from.mouth,Paired DNA,prior_cell_type,n_counts,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,total_counts_ribo,pct_counts_ribo,_scvi_batch,_scvi_labels,leiden,S_score,G2M_score,phase,esophageal_diff_score,basal_epithelial_score,cd8_score,cd4_score,cd8_cd4_score,leiden2,leiden3,cell_type,Cell Type,dpt_pseudotime,Diffusion Pseudotime,% MT,% ribo
cu08_p3r1E13,cu08,p3,cu08_p3,E13,E,13,1,C,EPCAM+,33.0,True,,986859.0,5804,986859.0,55718.0,5.645994,152061.0,15.408585,0,0,10,-0.1746623784689435,-0.16078244078044707,G1,1.0090102237121148,0.35065482246503227,-0.06995891286060214,-0.040282276645302775,-0.029676636215299368,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.8500607,0.8500607,5.645994,15.408585
cu08_p3r1H7,cu08,p3,cu08_p3,H7,H,7,1,C,EPCAM+,33.0,True,,943876.0,5811,943876.0,44851.0,4.7517896,196692.0,20.838755,0,0,0,-0.07850691642294777,-0.11161979334268998,G1,0.5390396021806143,0.1529241468533873,-0.03877703223377466,-0.030648132221152386,-0.008128900012622276,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.64473087,0.64473087,4.7517896,20.838755
cu08_p2r3N17,cu08,p2,cu08_p2,N17,N,17,3,B,EPCAM+,39.0,True,,1184448.0,5892,1184448.0,77180.0,6.516115,253892.0,21.43547,0,0,4,0.4011057901561581,0.22319296145956236,S,0.12147573168641501,0.39724573843553657,-0.03810489566065371,-0.05370005260532101,0.015595156944667295,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.34301695,0.34301695,6.516115,21.43547
cu08_p2r4O8,cu08,p2,cu08_p2,O8,O,8,4,B,EPCAM+,39.0,True,,750039.0,4123,750039.0,68700.0,9.159524,185230.0,24.696049,0,0,8,-0.234867175929817,-0.14088642959365272,G1,0.01419964205079216,0.7249391024261713,-0.01806253146380186,-0.04630492014189561,0.02824238867809375,8,8,Basal Epithelial,Basal Epithelial,0.2419696,0.2419696,9.159524,24.696049
cu08_p3r4N6,cu08,p3,cu08_p3,N6,N,6,4,C,EPCAM+,33.0,True,,762712.0,2892,762712.0,94264.0,12.3590555,220641.0,28.928482,0,0,8,-0.15020557518021005,-0.12994940750330308,G1,-0.02172791072638597,0.4478378718309105,-0.044329081689938904,-0.03585532093420625,-0.008473760755732654,8,8,Basal Epithelial,Basal Epithelial,0.23139562,0.23139562,12.3590555,28.928482
cu08_p2r1A17,cu08,p2,cu08_p2,A17,A,17,1,B,EPCAM+,39.0,True,,1297663.0,5203,1297663.0,87776.0,6.76416,354587.0,27.325047,0,0,5,0.07356288194793026,-0.13350927132593754,S,-0.055994681434596294,0.45346345113217834,-0.03782685930840671,-0.05725666423328221,0.019429804924875504,5,5,Basal Epithelial,Basal Epithelial,0.07953237,0.07953237,6.76416,27.325047
cu08_p2r4L20,cu08,p2,cu08_p2,L20,L,20,4,B,EPCAM+,39.0,True,,876055.0,4805,876055.0,39555.0,4.5151277,58461.0,6.673211,0,0,0,-0.2362172289816826,-0.1882721583216942,G1,0.9285990357725497,0.8095888783931733,-0.04588965013623238,-0.04227344670022527,-0.003616203436007104,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.8514629,0.8514629,4.5151277,6.673211
cu08_p3r4I16,cu08,p3,cu08_p3,I16,I,16,4,C,EPCAM+,33.0,True,,777304.0,4621,777304.0,46191.0,5.942463,173592.0,22.332575,0,0,2,-0.08869924141918678,-0.13450071397032795,G1,0.28218651449592674,0.2530552647486329,-0.05462624125182629,-0.045279126080373926,-0.009347115171452362,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.43173933,0.43173933,5.942463,22.332575
cu08_p2r2D10,cu08,p2,cu08_p2,D10,D,10,2,B,EPCAM+,39.0,True,,584998.0,4490,584998.0,43370.0,7.4137,75103.0,12.838164,0,0,1,-0.008124040227954654,0.13481192080979487,G2M,0.42260343323560323,0.598313894674182,-0.02755526326596737,-0.04745019262035688,0.01989492935438951,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5266915,0.5266915,7.4137,12.838164
cu08_p3r4I18,cu08,p3,cu08_p3,I18,I,18,4,C,EPCAM+,33.0,True,,997023.0,5536,997023.0,43520.0,4.3649945,188483.0,18.90458,0,0,10,-0.22168976695341092,-0.12485723786700803,G1,1.1412736511646826,0.2336292934417724,-0.039616873562335966,-0.04440524244060119,0.004788368878265226,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.8895274,0.8895274,4.3649945,18.90458
cu08_p3r4K8,cu08,p3,cu08_p3,K8,K,8,4,C,EPCAM+,33.0,True,,811077.0,4402,811077.0,26671.0,3.288344,189047.0,23.308144,0,0,0,-0.1761958410940711,-0.1677473891439469,G1,0.6467218288433026,0.5000205046497286,-0.004177989112213254,-0.025729233920574187,0.02155124480836093,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6948026,0.6948026,3.288344,23.308144
cu08_p2r2C16,cu08,p2,cu08_p2,C16,C,16,2,B,EPCAM+,39.0,True,,518374.0,4680,518374.0,51503.0,9.935491,108312.0,20.894566,0,0,5,0.14113854839939494,-0.10745655953536157,S,0.021084206875632838,0.4443210837841034,-0.04096174575388432,-0.027012080897887546,-0.01394966485599677,5,5,Basal Epithelial,Basal Epithelial,0.1575866,0.1575866,9.935491,20.894566
cu08_p1r2E6,cu08,p1,cu08_p1,E6,E,6,2,A,EPCAM+,41.0,True,,321975.0,3355,321975.0,36975.0,11.48381,62057.0,19.273857,0,0,8,0.06669760652957618,-0.1223677685541858,S,0.030685390701188753,0.9477737838104368,-0.03347586479038,-0.029535867360730966,-0.003939997429649032,8,8,Basal Epithelial,Basal Epithelial,0.19913344,0.19913344,11.48381,19.273857
cu08_p3r3L3,cu08,p3,cu08_p3,L3,L,3,3,C,EPCAM+,33.0,True,,385840.0,3467,385840.0,35099.0,9.096776,44395.0,11.506065,0,0,4,0.08697226911139849,-0.08306187714365629,S,0.6082340889849208,0.4044540571793913,-0.03527739521116018,-0.03054516214877367,-0.0047322330623865115,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.3287346,0.3287346,9.096776,11.506065
cu08_p3r1E9,cu08,p3,cu08_p3,E9,E,9,1,C,EPCAM+,33.0,True,,1266425.0,5848,1266425.0,74695.0,5.898099,215190.0,16.991926,0,0,3,-0.16918927006123008,-0.18845645932015032,G1,0.9240573229219984,0.30105500617623326,-0.035660588908940555,-0.02977071054279804,-0.005889878366142513,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9524704,0.9524704,5.898099,16.991926
cu08_p2r4L10,cu08,p2,cu08_p2,L10,L,10,4,B,EPCAM+,39.0,True,,972986.0,5550,972986.0,80302.0,8.25315,161113.0,16.558615,0,0,1,-0.15508733305903558,0.6883281710036968,G2M,0.2436112875175827,0.6372841059193015,-0.032933476753532885,-0.06120571207255125,0.028272235319018367,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6416753,0.6416753,8.25315,16.558615
cu08_p2r3J3,cu08,p2,cu08_p2,J3,J,3,3,B,EPCAM+,39.0,True,,788199.0,3078,788199.0,90462.0,11.477051,110975.0,14.079566,0,0,6,0.32905850827135447,0.15785529437042506,S,0.17845815447345376,0.37857598624005917,-0.04014928694814444,-0.02948553773884972,-0.010663749209294717,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.4006526,0.4006526,11.477051,14.079566
cu08_p3r1D15,cu08,p3,cu08_p3,D15,D,15,1,C,EPCAM+,33.0,True,,786186.0,4012,786186.0,89968.0,11.443603,180934.0,23.014147,0,0,9,0.12492189179863175,-0.17321020996090597,S,0.2594984581360922,0.5374078506305813,-0.01923178359866142,-0.04727514536430438,0.02804336176564296,9,9,Basal Epithelial,Basal Epithelial,0.18701705,0.18701705,11.443603,23.014147
cu08_p3r1B13,cu08,p3,cu08_p3,B13,B,13,1,C,EPCAM+,33.0,True,,523292.0,3563,523292.0,52146.0,9.964991,134043.0,25.615334,0,0,5,0.027124646719647816,-0.1642527775666267,S,-0.05856427723870561,0.6243308393210173,-0.032928082421422006,-0.03509518222262462,0.002167099801202617,5,5,Basal Epithelial,Basal Epithelial,0.1510104,0.1510104,9.964991,25.615334
cu08_p3r4K6,cu08,p3,cu08_p3,K6,K,6,4,C,EPCAM+,33.0,True,,688971.0,3224,688971.0,78407.0,11.380305,189376.0,27.48679,0,0,5,-0.07044881268975864,-0.2027650121471507,G1,0.07702701331806538,0.3868142284378409,-0.038125552367419005,-0.033436308267215886,-0.004689244100203119,5,5,Basal Epithelial,Basal Epithelial,0.16771169,0.16771169,11.380305,27.48679
cu08_p3r2C10,cu08,p3,cu08_p3,C10,C,10,2,C,EPCAM+,33.0,True,,889026.0,3719,889026.0,79262.0,8.9156,170545.0,19.183353,0,0,2,-0.1472222849906618,-0.11823839053881335,G1,0.43384292047032535,0.6813765823580324,-0.024900403814390303,-0.042550605641057095,0.01765020182666679,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.3330103,0.3330103,8.9156,19.183353
cu08_p3r3L21,cu08,p3,cu08_p3,L21,L,21,3,C,EPCAM+,33.0,True,,425231.0,2444,425231.0,73089.0,17.188068,83194.0,19.564425,0,0,8,-0.08840065237769582,-0.17249036493332504,G1,-0.24716968044638632,0.3337212020680308,-0.014008335471153259,-0.02693431083112955,0.012925975359976291,8,8,Basal Epithelial,Basal Epithelial,0.16759242,0.16759242,17.188068,19.564425
cu08_p3r4L8,cu08,p3,cu08_p3,L8,L,8,4,C,EPCAM+,33.0,True,,1192390.0,6500,1192390.0,65339.0,5.479667,189638.0,15.904024,0,0,1,-0.12580572910096324,0.5315030687351092,G2M,0.6453753649684435,0.22679809487983582,-0.0534792566485703,-0.05842696363727252,0.00494770698870222,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.632743,0.632743,5.479667,15.904024
cu08_p2r3J11,cu08,p2,cu08_p2,J11,J,11,3,B,EPCAM+,39.0,True,,561146.0,3525,561146.0,59060.0,10.52489,142331.0,25.364342,0,0,8,-0.15087554049795915,-0.11749706634353581,G1,-0.05238953948415381,0.22123162830621007,-0.04499101247638464,-0.02025011818856001,-0.024740894287824628,8,8,Basal Epithelial,Basal Epithelial,0.24367733,0.24367733,10.52489,25.364342
cu08_p3r3N11,cu08,p3,cu08_p3,N11,N,11,3,C,EPCAM+,33.0,True,,905709.0,2974,905709.0,122891.0,13.568486,231495.0,25.559532,0,0,2,-0.04177549335041217,-0.11455518079302426,G1,0.12204250546939233,0.47335738965123897,-0.01483338937163353,-0.024107540796200436,0.009274151424566906,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.2521792,0.2521792,13.568486,25.559532
cu08_p3r1G17,cu08,p3,cu08_p3,G17,G,17,1,C,EPCAM+,33.0,True,,910602.0,5404,910602.0,47467.0,5.2127056,186379.0,20.467669,0,0,3,-0.17397154555733466,-0.16356906944733612,G1,0.8241089586422723,0.125250935561955,-0.05497594402171671,-0.061711612107853094,0.006735668086136383,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.93352216,0.93352216,5.2127056,20.467669
cu08_p1r1E21,cu08,p1,cu08_p1,E21,E,21,1,A,EPCAM+,41.0,True,,780987.0,4419,780987.0,55281.0,7.078351,115723.0,14.817533,0,0,4,-0.019535360978795324,-0.09783928063480635,G1,0.36817732186001895,0.6633344092853368,-0.050842437501996754,-0.04583603368451198,-0.005006403817484774,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.50694484,0.50694484,7.078351,14.817533
cu08_p2r1B15,cu08,p2,cu08_p2,B15,B,15,1,B,EPCAM+,39.0,True,,641788.0,3779,641788.0,69461.0,10.823044,132403.0,20.630333,0,0,8,-0.09094978741644509,-0.045237928076908185,G1,-0.09800566962887258,0.5793780942931771,-0.026355275716632605,-0.05914560260872046,0.03279032689208786,8,8,Basal Epithelial,Basal Epithelial,0.20877224,0.20877224,10.823044,20.630333
cu08_p2r4P6,cu08,p2,cu08_p2,P6,P,6,4,B,EPCAM+,39.0,True,,902679.0,5945,902679.0,63042.0,6.9838777,177340.0,19.645966,0,0,1,-0.07256377775219516,0.11331473788819635,G2M,0.2900622020157821,0.5040629783421755,-0.06142695929855108,-0.05507041851679484,-0.006356540781756244,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.55974877,0.55974877,6.9838777,19.645966
cu08_p2r3M15,cu08,p2,cu08_p2,M15,M,15,3,B,EPCAM+,39.0,True,,309633.0,4793,309633.0,42660.0,13.777601,41113.0,13.277978,0,0,0,-0.2061271995367976,-0.1534577566851442,G1,0.9276655011054349,0.5414933561682701,-0.0262131255492568,-0.075615102921923,0.0494019773726662,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.7999862,0.7999862,13.777601,13.277978
cu08_p2r3O21,cu08,p2,cu08_p2,O21,O,21,3,B,EPCAM+,39.0,True,,711821.0,2810,711821.0,95988.0,13.484851,101731.0,14.291655,0,0,8,-0.21819264553067155,-0.10473119054158514,G1,0.11642932630461805,0.1303381992802024,-0.02950804503634572,-0.04275644981612762,0.013248404779781897,8,8,Basal Epithelial,Basal Epithelial,0.21326853,0.21326853,13.484851,14.291655
cu08_p1r2C14,cu08,p1,cu08_p1,C14,C,14,2,A,EPCAM+,41.0,True,,623538.0,4554,623538.0,31958.0,5.125269,108924.0,17.468702,0,0,2,-0.1947968906518619,-0.19019229203183716,G1,0.8285143844108371,0.458186452075839,-0.04198682714253664,-0.06455815458049377,0.02257132743795713,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.6063459,0.6063459,5.125269,17.468702
cu08_p3r1G5,cu08,p3,cu08_p3,G5,G,5,1,C,EPCAM+,33.0,True,,862554.0,3335,862554.0,109811.0,12.730913,221254.0,25.651031,0,0,5,-0.1964877522129317,-0.15582260767517325,G1,0.24946710456995402,0.3621751429513097,-0.07668250240385532,-0.05250639335562785,-0.024176109048227472,5,5,Basal Epithelial,Basal Epithelial,0.14684838,0.14684838,12.730913,25.651031
cu08_p2r4M18,cu08,p2,cu08_p2,M18,M,18,4,B,EPCAM+,39.0,True,,544234.0,4220,544234.0,55244.0,10.150781,128743.0,23.655817,0,0,5,-0.22375355366410338,-0.1383332220976916,G1,-0.011525619551539412,0.5314270154610277,-0.021737786512821912,-0.05971409305930138,0.03797630654647947,5,5,Basal Epithelial,Basal Epithelial,0.19510163,0.19510163,10.150781,23.655817
cu08_p2r2G4,cu08,p2,cu08_p2,G4,G,4,2,B,EPCAM+,39.0,True,,722754.0,4100,722754.0,68083.0,9.419941,42388.0,5.8647895,0,0,3,-0.1314574150104601,-0.09978486726810175,G1,1.3451258904725751,0.40779585924372075,-0.029799308804795147,-0.04165488348032038,0.01185557467552523,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9536537,0.9536537,9.419941,5.8647895
cu08_p2r1B9,cu08,p2,cu08_p2,B9,B,9,1,B,EPCAM+,39.0,True,,896138.0,5573,896138.0,58005.0,6.4727755,172594.0,19.259756,0,0,2,0.008149270622255345,-0.13921294856821645,S,0.3331850607259309,0.5320489489734173,-0.05870815323665738,-0.06592429553469022,0.007216142298032836,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.40619853,0.40619853,6.4727755,19.259756
cu08_p3r2F14,cu08,p3,cu08_p3,F14,F,14,2,C,EPCAM+,33.0,True,,978304.0,3771,978304.0,129774.0,13.265202,316777.0,32.38022,0,0,5,-0.04477883278763384,-0.04453774824723153,G1,0.05360658268279889,0.2454796203076839,-0.03284338213503361,-0.03521871683498223,0.0023753346999486266,5,5,Basal Epithelial,Basal Epithelial,0.15730257,0.15730257,13.265202,32.38022
cu08_p2r2H14,cu08,p2,cu08_p2,H14,H,14,2,B,EPCAM+,39.0,True,,572015.0,5293,572015.0,34722.0,6.070121,72887.0,12.742148,0,0,3,-0.18605581648782743,-0.19046676037756338,G1,1.2536952392165275,0.3953233621567488,-0.03562453892081976,-0.049954058565199376,0.014329519644379618,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.98034626,0.98034626,6.070121,12.742148
cu08_p3r4P18,cu08,p3,cu08_p3,P18,P,18,4,C,EPCAM+,33.0,True,,754020.0,3574,754020.0,56029.0,7.4307046,244424.0,32.41612,0,0,5,-0.09612838215179575,-0.11114339093270885,G1,0.11305238450800664,0.33234475985169415,-0.02186265353113413,-0.04064406539003054,0.018781411858896414,5,5,Basal Epithelial,Basal Epithelial,0.12275978,0.12275978,7.4307046,32.41612
cu08_p1r2D22,cu08,p1,cu08_p1,D22,D,22,2,A,CD45+,41.0,True,,282952.0,4257,282952.0,23830.0,8.421924,50333.0,17.788528,0,0,4,0.21837208889158283,0.1407342186814256,S,0.3611314669961438,0.4367157955318689,-0.018883173577487467,-0.037152162219087285,0.01826898864159982,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.44375712,0.44375712,8.421924,17.788528
cu08_p3r2B20,cu08,p3,cu08_p3,B20,B,20,2,C,EPCAM+,33.0,True,,957138.0,2764,957138.0,124367.0,12.993633,226848.0,23.700657,0,0,5,0.02647112622484904,-0.11114002267445008,S,0.1199563801023451,0.5858031266592443,-0.02622574565000832,-0.03900663465261459,0.012780889002606273,5,5,Basal Epithelial,Basal Epithelial,0.15659225,0.15659225,12.993633,23.700657
cu08_p2r2A4,cu08,p2,cu08_p2,A4,A,4,2,B,EPCAM+,39.0,True,,677863.0,3585,677863.0,95107.0,14.0304165,171591.0,25.313524,0,0,5,-0.16889025234261018,-0.155587807601218,G1,0.06845887556431052,0.5647110848166048,-0.025439664125442504,-0.027732709919412932,0.002293045793970428,5,5,Basal Epithelial,Basal Epithelial,0.08827042,0.08827042,14.0304165,25.313524
cu08_p3r4L18,cu08,p3,cu08_p3,L18,L,18,4,C,EPCAM+,33.0,True,,419065.0,1191,419065.0,0.0,0.0,30072.0,7.1759753,0,0,11,-0.12439168658125344,-0.009305488865740674,G1,1.5375764313778455,-0.2256762458384037,-0.022310895025730134,-0.03830471098423004,0.01599381595849991,11,11,Terminally Differentiated Epithelial,Terminally Differentiated Epithelial,0.940316,0.940316,0.0,7.1759753
cu08_p3r3M15,cu08,p3,cu08_p3,M15,M,15,3,C,EPCAM+,33.0,True,,669868.0,3138,669868.0,59442.0,8.873689,178911.0,26.708397,0,0,8,-0.14808190734214582,-0.14193243134618422,G1,0.06645419240786749,0.509552247390151,-0.03866294398903847,-0.06703689555327097,0.028373951564232502,8,8,Basal Epithelial,Basal Epithelial,0.22264262,0.22264262,8.873689,26.708397
cu08_p2r1D5,cu08,p2,cu08_p2,D5,D,5,1,B,EPCAM+,39.0,True,,582824.0,3732,582824.0,68419.0,11.739222,129911.0,22.28992,0,0,8,-0.031106814004923905,-0.21861530999860287,G1,0.26813624037933703,0.8970766903832555,-0.0358899312466383,-0.06740780383348464,0.031517872586846345,8,8,Basal Epithelial,Basal Epithelial,0.17171629,0.17171629,11.739222,22.28992
cu08_p2r1D19,cu08,p2,cu08_p2,D19,D,19,1,B,EPCAM+,39.0,True,,762791.0,3813,762791.0,45095.0,5.911842,160356.0,21.022272,0,0,8,-0.17451491731344826,-0.17593923518766783,G1,-0.011262672228409931,0.2515271572507918,-0.07532502375543118,-0.07648006711155177,0.0011550433561205858,8,8,Basal Epithelial,Basal Epithelial,0.24508448,0.24508448,5.911842,21.022272
cu08_p3r2G12,cu08,p3,cu08_p3,G12,G,12,2,C,EPCAM+,33.0,True,,1112958.0,4561,1112958.0,109674.0,9.85428,121843.0,10.947673,0,0,10,-0.20521477087491885,-0.1996660361816124,G1,1.00857269175263,0.39546433375775814,-0.03942127946764231,-0.052368603075544036,0.012947323607901726,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.8546414,0.8546414,9.85428,10.947673
cu08_p2r2E4,cu08,p2,cu08_p2,E4,E,4,2,B,EPCAM+,39.0,True,,554499.0,3488,554499.0,55867.0,10.075221,95051.0,17.14178,0,0,2,-0.24638118057098604,-0.11675983612620078,G1,0.5949318926825242,0.6798660887777805,-0.06904853358864785,-0.05930936033527057,-0.009739173253377281,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.39752862,0.39752862,10.075221,17.14178
cu08_p1r1C5,cu08,p1,cu08_p1,C5,C,5,1,A,EPCAM+,41.0,True,,1033063.0,4408,1033063.0,109070.0,10.557923,119229.0,11.54131,0,0,0,-0.11043763918601407,-0.16340342556077803,G1,0.9338672304109615,0.7643055999204516,-0.024234691578894855,-0.04593828817208608,0.021703596593191227,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6550479,0.6550479,10.557923,11.54131
cu08_p3r1B11,cu08,p3,cu08_p3,B11,B,11,1,C,EPCAM+,33.0,True,,893425.0,3529,893425.0,74612.0,8.351233,279105.0,31.239891,0,0,8,-0.09786525315100718,-0.10252574187732853,G1,-0.007709441034452036,0.5627711547240615,-0.0751575335022062,-0.054098401535302404,-0.021059131966903802,8,8,Basal Epithelial,Basal Epithelial,0.21211137,0.21211137,8.351233,31.239891
cu08_p3r3K5,cu08,p3,cu08_p3,K5,K,5,3,C,EPCAM+,33.0,True,,813469.0,3650,813469.0,79593.0,9.784392,254366.0,31.26929,0,0,8,-0.14119427840126303,-0.06233065354875747,G1,-0.22328014198822135,0.40728943357244135,-0.04163826614618302,-0.06789178224280476,0.026253516096621743,8,8,Basal Epithelial,Basal Epithelial,0.23137183,0.23137183,9.784392,31.26929
cu08_p2r1F15,cu08,p2,cu08_p2,F15,F,15,1,B,EPCAM+,39.0,True,,842891.0,5325,842891.0,50333.0,5.971472,118982.0,14.115942,0,0,2,-0.17792185489703663,-0.05848028182671253,G1,0.5372786255803179,0.5755622584074735,-0.062478668540716174,-0.07548184481759866,0.013003176276882487,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.51800704,0.51800704,5.971472,14.115942
cu08_p2r4K22,cu08,p2,cu08_p2,K22,K,22,4,B,CD45+,39.0,True,,393405.0,1920,393405.0,7201.0,1.8304292,53772.0,13.668357,0,0,7,-0.11822305879655164,-0.018099634395144726,G1,-0.2269446402937174,0.13607361866533757,1.58412421066314,1.0122590220471224,0.5718651886160175,7,t1,CD8+ T Cell,CD8+ T Cell,,,1.8304292,13.668357
cu08_p2r4J10,cu08,p2,cu08_p2,J10,J,10,4,B,EPCAM+,39.0,True,,703158.0,3943,703158.0,56474.0,8.031481,96037.0,13.657954,0,0,0,-0.06446795717584541,-0.15859249723783522,G1,1.0786753751775797,0.7649117784053088,-0.05215532124042511,-0.046547858143846196,-0.0056074630965789116,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.61011016,0.61011016,8.031481,13.657954
cu08_p2r1C5,cu08,p2,cu08_p2,C5,C,5,1,B,EPCAM+,39.0,True,,669240.0,3586,669240.0,76658.0,11.454485,137722.0,20.578865,0,0,8,-0.09180701302445526,-0.1524978589489135,G1,0.008280739495859446,0.4585880265980959,-0.0352152731269598,-0.039166402965784074,0.003951129838824272,8,8,Basal Epithelial,Basal Epithelial,0.23883773,0.23883773,11.454485,20.578865
cu08_p2r1E17,cu08,p2,cu08_p2,E17,E,17,1,B,EPCAM+,39.0,True,,590174.0,3861,590174.0,83398.0,14.131087,121554.0,20.596298,0,0,8,-0.21172358103942718,-0.09849895038808296,G1,-0.02805812417628134,0.6122176027968526,-0.030597590804100037,-0.05611993078142405,0.02552233997732401,8,8,Basal Epithelial,Basal Epithelial,0.2343541,0.2343541,14.131087,20.596298
cu08_p3r4J14,cu08,p3,cu08_p3,J14,J,14,4,C,EPCAM+,33.0,True,,443149.0,2556,443149.0,16368.0,3.6935658,83329.0,18.803833,0,0,2,-0.13390799527417035,-0.17271273585860258,G1,0.6569563815633164,0.5247456942349672,0.04222002375870943,-0.03699953482796749,0.07921955858667692,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.6061741,0.6061741,3.6935658,18.803833
cu08_p2r2D16,cu08,p2,cu08_p2,D16,D,16,2,B,EPCAM+,39.0,True,,525776.0,3147,525776.0,73135.0,13.909917,52725.0,10.028034,0,0,2,-0.13068997593608034,-0.16507633738501182,G1,0.7132981955584359,1.2403018227815628,-0.0542922892794013,-0.04595334817965825,-0.00833894109974305,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.3771435,0.3771435,13.909917,10.028034
cu08_p1r2C20,cu08,p1,cu08_p1,C20,C,20,2,A,EPCAM+,41.0,True,,863146.0,3494,863146.0,117015.0,13.556803,160161.0,18.555494,0,0,8,-0.19550946543846637,-0.0871135349913787,G1,0.24620442661599196,0.7943078485503792,-0.039899566322565076,-0.033591406916578616,-0.00630815940598646,8,8,Basal Epithelial,Basal Epithelial,0.24605091,0.24605091,13.556803,18.555494
cu08_p3r2G20,cu08,p3,cu08_p3,G20,G,20,2,C,EPCAM+,33.0,True,,1139133.0,3940,1139133.0,52845.0,4.6390543,228131.0,20.026722,0,0,1,-0.12846244600558843,0.03712511231104465,G2M,0.19846516383044865,0.4372217693477869,-0.022789027355611325,-0.03235198718806108,0.009562959832449754,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5463013,0.5463013,4.6390543,20.026722
cu08_p2r4N14,cu08,p2,cu08_p2,N14,N,14,4,B,EPCAM+,39.0,True,,690056.0,4795,690056.0,79327.0,11.495734,147408.0,21.361744,0,0,2,-0.06964175808102344,-0.11385012011121765,G1,0.1016523506369661,0.6779766086600721,-0.04242145667783916,-0.038330259844660756,-0.0040911968331784065,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.21831007,0.21831007,11.495734,21.361744
cu08_p2r2C4,cu08,p2,cu08_p2,C4,C,4,2,B,EPCAM+,39.0,True,,625271.0,5942,625271.0,56902.0,9.100374,122513.0,19.593584,0,0,1,0.11176061165181883,0.6374826546340085,G2M,0.28230325141987384,0.754651577681303,-0.04446919525042176,-0.06977083334078392,0.025301638090362157,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5888993,0.5888993,9.100374,19.593584
cu08_p2r4I18,cu08,p2,cu08_p2,I18,I,18,4,B,EPCAM+,39.0,True,,550763.0,3247,550763.0,60743.0,11.028882,108650.0,19.727179,0,0,8,-0.19483325540052682,-0.1931298818876762,G1,0.06599616870240255,0.7008333391621708,-0.024825511276721956,-0.06676116536060969,0.04193565408388773,8,8,Basal Epithelial,Basal Epithelial,0.19762713,0.19762713,11.028882,19.727179
cu08_p2r1H9,cu08,p2,cu08_p2,H9,H,9,1,B,EPCAM+,39.0,True,,729148.0,5996,729148.0,57359.0,7.8665786,119573.0,16.399002,0,0,4,0.25691506062048847,0.3074719975571338,G2M,0.4243747035994687,0.5084882219210267,-0.05583355001173913,-0.043091418066372476,-0.012742131945366657,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.40440965,0.40440965,7.8665786,16.399002
cu08_p3r4M20,cu08,p3,cu08_p3,M20,M,20,4,C,EPCAM+,33.0,True,,533485.0,2501,533485.0,35613.0,6.675539,132477.0,24.832375,0,0,8,-0.1796252733891362,-0.16852586882976958,G1,-0.01955117230730896,0.4945233097970486,-0.08386155039072037,-0.06888452659050624,-0.014977023800214123,8,8,Basal Epithelial,Basal Epithelial,0.21169248,0.21169248,6.675539,24.832375
cu08_p2r1G5,cu08,p2,cu08_p2,G5,G,5,1,B,EPCAM+,39.0,True,,1076823.0,5435,1076823.0,54791.0,5.0882087,183503.0,17.04115,0,0,2,-0.0013590181948976432,-0.14153725147767984,G1,0.42376070477988786,0.6696981743350625,-0.03800966240465641,-0.03751708370322982,-0.0004925787014265909,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.43479997,0.43479997,5.0882087,17.04115
