,0,1
cu01_p2r1C23,15.012284,0.46771657
cu03_p2r1C9,25.56152,-2.4589362
cu02_p3r3L1,25.064287,-8.607258
cu02_p3r3L10,25.583906,-3.08308
cu02_p3r1C12,25.058392,-3.837988
cu02_p1r2H19,26.52376,-5.182038
cu01_p1r1C1,21.15191,-0.6682309
cu03_p3r2G23,15.553595,-1.4891332
cu02_p2r3I18,25.318611,-0.7210156
cu03_p3r1A16,24.248789,-4.1603937
cu01_p2r3L20,21.748005,-7.426746
cu03_p2r2E10,24.54631,-6.1137757
cu01_p2r2H11,24.850733,-5.004496
cu03_p1r3I1,25.218563,-6.1054482
cu01_p2r4O10,24.57289,-3.3674424
cu02_p1r4M22,14.556596,-1.0202799
cu01_p1r1B6,25.435736,-2.93163
eso29_p2E7,21.028746,-6.2781696
cu02_p3r1D24,16.835196,-2.9647129
cu02_p3r3I23,14.962377,-0.50381356
cu03_p3r2F12,26.152388,-4.000613
cu02_p1r3L22,14.746499,-0.77710104
cu03_p1r3L15,22.818357,-2.1936858
cu01_p1r1C16,25.01948,-1.8184975
cu01_p1r1A18,22.32405,-8.8186
cu02_p3r1C11,19.201488,-8.768661
cu03_p3r3L6,22.545326,-4.5263796
cu03_p3r1B22,17.155159,-4.028084
cu01_p2r3I22,14.604988,-0.34563604
cu03_p3r1B13,22.935698,-5.1653957
cu02_p1r4O8,24.014343,-8.858227
cu01_p2r4O8,24.921951,-9.200236
cu02_p1r1C19,24.461544,-3.1352372
cu03_p2r3I13,26.70528,-6.876308
cu03_p1r4N21,23.350876,-8.3377905
cu03_p3r4N17,20.669487,-7.3423767
eso29_p2E5,21.869825,-7.2090964
cu03_p2r2E21,24.439486,-1.1781262
cu03_p3r3K9,25.357952,-3.6448288
cu02_p2r3K21,26.594418,-2.8616009
cu03_p4r1C17,22.289248,-3.3396358
cu02_p3r4O14,25.335062,-0.6931274
cu02_p1r3J11,24.13553,-7.3095803
cu02_p1r1B5,25.76381,-1.2677859
cu02_p2r2F20,26.38718,-4.00996
cu03_p2r1A1,19.821468,-8.001152
cu03_p2r1B12,24.90701,-7.55843
cu03_p3r2H7,23.7767,-0.7528425
cu01_p1r3I17,20.938597,-0.149973
cu03_p2r4N7,24.223074,-6.5675626
cu03_p3r3K3,25.32295,-3.9572294
cu03_p2r3J16,26.054083,-6.902311
cu03_p1r1A15,24.676846,-5.0534506
cu03_p3r4O6,24.255093,-5.896407
cu02_p1r3I7,23.583767,-3.2194927
cu03_p4r4M9,21.959887,-4.7203465
cu03_p3r2E10,21.828178,-5.0709705
cu03_p3r3L18,23.054607,-5.1667433
cu02_p3r3K5,24.196674,-3.3657403
cu03_p3r2E22,16.803751,-3.9043317
cu02_p1r2F22,15.446684,-0.8067343
cu01_p1r2E7,22.206951,-9.153064
cu02_p3r1D12,26.600477,-7.7743526
cu01_p1r1A19,25.795647,-9.64029
cu02_p2r4N20,21.57611,-8.87614
cu03_p2r3K23,14.495475,-0.92270446
cu02_p3r2E2,24.985613,-7.6793385
cu02_p2r4O16,24.310436,-0.4352176
cu01_p2r4N16,25.173515,-4.0225677
cu02_p1r1C20,25.284575,-2.7419908
cu01_p1r2F2,22.74284,-4.961598
cu01_p1r3L14,25.043228,-5.8625803
cu02_p2r3I23,14.716299,0.29180077
cu03_p1r4N7,24.907291,-0.46556103
eso29_p2D4,22.381191,-8.565861
cu01_p2r4M22,20.79431,-0.037602652
cu01_p1r3K20,23.842297,-3.7397196
cu02_p2r3K7,27.31016,-6.7854133
cu03_p2r4M9,23.658976,-2.8338284
cu01_p2r3J21,26.332905,-8.249958
cu02_p1r4M16,26.802185,-4.8006067
cu02_p3r3J21,27.267025,-5.224347
cu02_p3r1C15,21.847712,-8.575023
cu01_p1r4M12,25.264763,-4.5567937
cu02_p1r3I1,19.220438,-8.067569
cu01_p1r2E15,25.378122,-2.5553184
cu02_p1r2E6,20.645851,-8.076538
cu03_p3r2H4,24.021027,-1.7055147
cu03_p3r2G11,22.931711,-3.2763562
cu01_p1r3I10,20.878836,-8.110178
cu03_p1r1D1,24.155575,-0.49360064
cu03_p2r1A20,24.273054,-0.6005959
cu02_p3r4N18,20.846994,-9.701437
cu02_p2r1D21,24.88928,-0.0770152
cu03_p2r1B11,26.519451,-7.235694
cu02_p1r2E13,22.10937,-8.828502
cu02_p2r3K12,23.93756,-8.248578
cu03_p2r2E11,25.182732,-1.7728904
cu02_p1r3L21,24.740656,-8.701962
cu02_p1r1B9,25.284634,-9.591688
cu01_p1r4O8,21.281286,-9.005232
cu03_p3r1A21,22.837467,-5.147963
cu03_p2r1B2,23.490349,-5.82494
cu01_p2r1B19,24.334219,-5.0259004
cu02_p2r2F23,26.08342,-6.572079
cu03_p4r4O7,24.71741,-3.2588522
cu03_p3r3K19,22.172949,-3.6067283
cu02_p1r2G23,15.558708,-1.2025784
cu03_p3r2G1,23.349451,-7.7729855
cu02_p2r3L17,24.839287,0.4010702
cu02_p1r2G1,22.109892,-6.6988277
cu02_p1r1A1,24.599262,-5.7021017
cu03_p2r2F5,23.595522,-7.32844
cu02_p1r1A10,23.487288,-1.5291144
cu03_p4r4O14,23.414953,-5.8264074
cu02_p2r3K23,15.152798,-0.9130671
cu03_p4r1C2,22.437937,-3.3789036
cu01_p1r3J6,26.113182,-6.5351896
cu03_p2r2H20,23.769386,-7.2019277
cu03_p3r2F3,23.671331,-7.300243
cu01_p2r3I1,24.298832,-7.224471
cu03_p2r4N23,14.858718,-2.1900375
cu03_p3r3K8,22.025158,-3.493163
cu02_p3r3J17,21.813662,-9.542083
cu02_p3r4M4,26.359444,-8.776105
cu03_p1r4N11,22.703632,-3.6912155
cu03_p3r4N14,24.234024,-0.60131544
cu02_p3r2G19,24.046093,-0.6060444
cu02_p1r3I8,25.15206,-0.53942084
cu02_p3r2F8,23.223015,-3.5665603
cu03_p1r2E5,26.156904,-5.8159046
cu03_p3r2E13,25.384445,-5.4718575
cu03_p1r4O7,22.924385,-1.9516091
cu03_p2r3K12,26.200111,-6.7536883
cu02_p3r1C8,25.364862,-9.577095
cu03_p3r2G10,23.782537,-0.38160038
cu02_p1r2E19,21.347273,-8.600992
cu01_p2r3J13,25.42213,-8.921087
cu03_p3r3J1,22.323572,-5.0954475
cu02_p3r4O5,25.7049,-0.58144593
cu01_p1r4N20,23.862806,-3.4941
cu02_p1r2G4,24.136461,-0.2144283
cu02_p3r4O22,15.797581,-0.9711987
cu02_p3r2F19,21.499363,-4.97353
cu02_p2r3K9,23.483664,-1.1948534
cu02_p2r3I14,23.400623,-1.9338677
cu02_p3r1C23,15.669142,0.1067304
cu01_p1r4O3,20.600765,-0.53778595
cu02_p3r1A22,15.092293,-0.3539626
cu03_p3r1B18,23.21618,-0.9313121
cu01_p2r3L12,24.261967,-6.1935487
cu03_p2r1D1,19.232712,-6.7199993
cu02_p1r3J2,22.688284,-4.9375577
cu02_p1r4N19,25.182444,-0.13995157
cu02_p2r3K22,15.385726,-0.09034247
cu03_p3r1A9,25.53384,-5.7510104
cu03_p2r4M1,21.756563,-5.7605867
cu02_p2r1D18,23.693878,-5.5559864
cu03_p3r4M24,14.02544,-0.27277884
cu01_p1r4M9,25.84835,-3.4913297
cu02_p2r3K13,25.42793,-2.0837173
cu03_p2r4N11,24.28208,-0.9377225
cu02_p3r1D13,19.526203,-8.169552
cu03_p2r3L5,22.600399,-6.0216303
cu02_p1r1D22,16.73361,-3.0872521
cu02_p3r2H5,23.040285,-6.6655374
cu02_p1r2G3,20.123846,-8.651267
cu02_p2r2G12,22.75156,-9.465758
cu03_p2r4N8,23.449286,-8.681362
cu02_p2r3L6,23.795248,-2.1916497
cu01_p1r2H1,21.255285,-6.835067
cu01_p2r2E18,24.23216,-3.1156986
cu03_p4r2H1,27.180447,-6.4765143
cu02_p1r2H11,26.071833,-3.954294
cu01_p2r3I6,21.76786,-0.99451363
cu03_p2r1B1,24.84354,-0.3020492
cu02_p2r2G4,25.848236,-9.298101
cu02_p3r2E10,23.360806,-2.2143831
eso29_p2B5,23.83406,-7.46597
cu02_p2r2E11,23.773455,-5.9777737
cu03_p3r1A7,21.017878,-3.25798
cu01_p2r1D1,19.711842,-8.684059
cu03_p1r3L10,23.74917,-3.939133
cu02_p2r3J7,23.41931,-3.7224417
cu03_p2r3L15,25.617828,-1.426251
cu02_p1r4M10,23.345903,-2.3974483
cu01_p2r2G11,27.008696,-8.345636
cu02_p2r4M2,22.23113,-8.498571
cu02_p3r4M11,25.776173,-2.1142912
cu03_p1r3I14,23.489199,-2.924354
cu03_p2r3L20,23.718075,-1.7608843
cu02_p1r3J16,21.58499,-0.8804928
cu03_p2r3I8,26.675304,-7.5749893
cu03_p3r3J5,23.046616,-0.7238144
cu02_p2r3K2,26.135334,-8.594244
cu03_p2r1D7,27.595524,-6.880506
cu02_p3r3L23,14.764638,-0.78488475
cu03_p2r4M17,25.025124,0.07425536
cu03_p2r2G22,15.058275,-1.2106758
cu02_p3r2F2,23.599531,-5.0263176
cu02_p3r2G10,25.574743,-3.4999647
cu01_p1r4M10,26.579023,-8.673088
cu01_p2r1A23,13.936318,-0.54090506
cu02_p1r2G24,14.943136,-0.6156886
cu03_p3r3J3,22.114483,-3.6463726
cu02_p1r1A9,27.432852,-5.975501
cu02_p3r3I16,25.784092,0.16387555
cu03_p1r3I2,24.218954,-1.7833787
cu01_p2r1B17,26.109732,-8.022514
cu01_p1r1C14,19.963232,-8.537967
cu03_p3r2F14,26.6015,-6.8607464
cu01_p1r2H19,21.82479,-9.644606
eso29_p2G5,20.95377,-7.771858
cu02_p2r1B5,24.904644,-9.126602
cu02_p2r4N22,14.457241,-0.08411547
cu03_p3r3I13,23.423,-0.10209741
cu02_p1r1A14,24.06064,-5.027408
cu01_p2r2G20,25.560438,-9.033518
cu01_p1r3J21,22.821314,-1.7731826
cu01_p2r3J2,23.410557,-4.3500457
cu03_p2r1B6,25.033478,-6.4798055
cu01_p1r4M22,25.121916,0.4548147
cu03_p4r4O17,21.930407,-2.5494587
cu02_p1r2F5,21.041214,-6.6945963
cu03_p1r3J8,25.904375,-7.0966215
cu01_p2r1D15,24.306404,-1.0633501
eso29_p2G6,24.294662,-8.359339
eso29_p2E9,22.910152,-7.3105497
cu02_p3r4N2,22.925379,-2.4544613
cu03_p2r2F24,14.494433,-1.9036397
cu02_p3r4O19,22.504194,-6.938257
cu01_p2r3L22,14.6129265,-1.4797938
cu03_p2r4O17,24.562416,-6.283014
cu02_p2r1B16,22.535421,-8.594494
cu03_p3r2E20,23.393633,-0.7733032
cu03_p3r3K20,21.719135,-5.577
cu02_p3r1A16,19.03063,-7.0215
cu03_p2r2F13,24.652975,-1.7492497
cu02_p3r2H4,24.937243,-8.136306
cu02_p1r3L8,24.49405,-3.232212
cu03_p1r4O16,26.753473,-7.403354
cu03_p3r2F20,25.084358,-6.2986536
cu03_p3r3J17,22.47704,-3.7570934
cu01_p2r1A3,24.43517,-7.998883
cu02_p1r1B20,22.75853,-8.127096
cu02_p3r2H9,26.39434,-2.5917659
cu02_p2r2G6,27.51309,-6.478683
cu01_p1r3I8,20.01231,-8.790667
cu03_p3r1D9,25.000202,0.1686566
cu01_p2r2H22,15.232633,0.4887509
cu01_p1r4O13,19.379848,-8.558351
cu03_p3r2G4,26.854836,-6.9402013
cu03_p3r1B19,23.214146,-3.2257562
cu03_p4r4N5,25.870646,-3.353484
cu03_p3r1C11,23.839771,-5.8250036
cu02_p2r4M13,25.448284,0.030620169
cu01_p2r4N18,26.64218,-7.775596
cu01_p1r3I4,26.885176,-5.114141
cu03_p2r1B15,22.070934,-3.845274
eso29_p2A10,27.010136,-5.551322
cu01_p1r3I24,26.727211,-8.914673
cu03_p2r2E22,13.912041,-1.0142419
cu02_p1r4O17,27.58314,-7.7810564
cu01_p2r2H23,16.896435,-4.220146
cu03_p2r1D9,23.432926,-4.119886
cu02_p2r4M17,25.733332,-8.998733
cu03_p2r1D24,14.851931,-0.9661778
cu02_p3r3I8,21.44315,-0.081626184
cu01_p2r1B24,15.738312,-0.0908312
cu02_p2r4M14,24.572388,-3.8704457
cu01_p1r2H16,26.08426,-2.4890385
cu02_p3r1B2,19.550026,-7.0521407
cu03_p2r3J20,25.073994,-8.397317
cu02_p3r3I18,26.018751,-2.604409
cu01_p2r2H7,26.901817,-4.615177
cu01_p1r3J16,21.898058,-9.059885
cu01_p2r3L3,20.65524,-7.6072474
cu01_p2r1D13,20.283752,-8.126521
cu02_p1r1D13,22.04924,-8.209318
eso29_p2H1,15.35746,-1.5885798
cu03_p2r3I11,21.856888,-9.130619
cu02_p1r1A16,20.68384,-6.8900375
cu03_p4r1D7,22.937895,-8.001008
cu03_p3r4N18,24.817547,-6.9366636
cu03_p2r4N19,24.492722,-7.5439043
cu02_p1r2H6,23.023102,-9.019624
cu02_p1r3L11,23.943386,-5.3694515
cu03_p2r3L23,14.216418,-1.527746
cu01_p2r2H18,27.776514,-6.6806417
cu02_p2r1D10,27.737293,-6.949227
cu03_p2r1C22,14.625197,0.28837627
cu03_p2r4M24,14.841362,-1.5709966
cu03_p2r1D6,21.17769,-8.532882
cu01_p2r3J22,14.992165,0.4174965
cu03_p2r4N20,24.58045,-3.6593251
cu03_p3r2E17,22.03643,-3.8023455
cu02_p2r3L22,16.62914,-3.2219412
cu01_p2r2H21,16.960987,-2.7498415
cu01_p1r2E10,21.490725,-5.387797
cu02_p1r3K24,15.202137,-1.0322753
cu02_p1r1B17,26.365005,-2.5475788
cu02_p2r2E14,26.071207,-2.821781
cu03_p3r4N20,26.600172,-8.2472105
cu01_p1r4N2,21.051144,-0.33399332
eso29_p2A6,22.041256,-2.4571562
cu03_p4r1D1,21.183605,-4.1656623
cu01_p2r4O15,25.024195,-4.247379
cu02_p3r3K22,14.152073,-1.2751775
cu01_p1r2E8,20.609604,-5.671922
cu03_p2r1C5,22.68413,-6.8067102
cu03_p2r2G17,26.847708,-6.5555544
cu03_p3r4M12,23.849405,-3.9050431
cu02_p2r3I7,27.76473,-6.694504
cu03_p1r3K11,25.00244,-0.5935651
cu02_p1r2F24,15.688249,-0.55773526
cu03_p1r3J6,14.536044,-1.6343981
cu01_p1r3I3,20.025835,-8.728749
cu02_p1r1B15,25.699175,-0.679464
cu02_p2r3I22,15.593195,-0.13470793
cu03_p2r3J14,23.162813,-4.8190074
cu02_p1r1D1,23.04004,-8.5733
cu02_p2r4O1,23.772978,-3.137619
cu02_p2r1B4,21.589539,-8.231688
cu01_p2r3K3,25.199959,-2.4870994
cu02_p1r1D18,23.656353,-5.933252
cu02_p2r4O23,15.772918,-0.041411802
cu03_p3r4O24,15.053641,-1.5079193
cu02_p2r1D12,22.307526,-9.155804
cu01_p1r3L15,20.63281,-7.6511292
eso29_p2F4,21.693064,-7.638276
cu02_p1r4O5,23.454031,-3.4262593
cu02_p1r4O12,25.6161,-4.412179
cu03_p3r1A15,23.91943,-0.5971663
cu03_p2r4M8,27.049,-7.0025005
cu03_p3r3J20,23.770391,-2.9966893
cu02_p3r4O8,26.06124,-1.1421204
cu02_p3r3K23,15.3450165,-0.59022576
cu01_p2r1C22,16.063347,-0.6364409
cu02_p2r4N3,25.758299,-8.854049
cu02_p1r3I23,15.673783,-0.7467351
cu03_p2r2F11,20.278221,-7.560979
cu02_p2r2F8,23.945274,-4.042786
cu01_p2r1C24,16.936674,-4.1807113
cu03_p4r4N1,23.659456,-1.8062047
cu02_p3r3K13,24.130587,0.16229308
cu01_p1r2F3,21.535873,-0.68288374
cu03_p3r2E23,15.459337,-0.33577886
cu03_p2r4O10,23.918146,-4.2428646
cu01_p2r4N5,21.229885,-8.364139
cu03_p2r4O14,23.74436,-0.2780256
cu03_p3r1B1,24.022667,-8.9983635
cu01_p1r4N5,25.869196,-1.316746
cu02_p1r4O23,15.577454,-1.0538433
cu03_p1r1A1,21.47941,-3.3583224
cu01_p2r2F19,23.708488,-4.519608
cu02_p2r4O12,25.796421,-5.037558
cu03_p3r1B3,23.765156,-2.4206898
cu02_p3r1B9,24.775723,-6.768818
cu02_p2r2H18,24.46651,-4.0010867
cu03_p1r2H12,22.433563,-2.6771371
cu02_p1r2E9,24.414244,-1.8235661
cu03_p1r4N3,25.646986,-5.508496
cu02_p3r3K7,20.052162,-8.768518
cu02_p2r4N5,24.721983,-2.1200078
cu01_p2r1B15,21.235485,-8.332086
cu02_p3r1B3,25.395609,-8.445531
cu03_p3r1B20,21.091425,-5.452174
cu03_p2r3K24,14.036279,-1.0745143
cu02_p1r1A17,25.200718,-9.504177
cu02_p1r2H9,25.551893,0.011667115
cu01_p2r1B14,21.032356,-8.812284
cu03_p4r2F12,22.075108,-7.178759
cu03_p2r2F16,25.769444,-1.7938503
cu01_p1r3J7,25.938046,-5.0377727
cu01_p1r2E5,21.421814,-8.470243
cu02_p3r2E24,15.988747,-0.21254912
cu02_p1r1A12,21.24807,-2.5623255
cu01_p1r1C2,27.685244,-6.5918207
cu01_p2r4M13,26.829714,-6.21822
cu03_p3r1A24,20.822527,-4.030975
cu02_p1r3I15,25.339529,-4.286805
cu02_p3r4M8,21.607012,-6.698498
cu02_p2r2F18,26.414495,-8.982505
cu01_p1r4M13,21.569769,-8.925322
cu02_p1r1B14,26.162462,-4.5708885
cu01_p2r4N9,26.047987,-5.2336454
cu03_p3r3I9,25.810673,-5.9985366
cu02_p1r3K4,23.442142,-9.20815
cu03_p3r4O7,27.615679,-5.846742
cu03_p4r2G10,21.388514,-6.6844974
cu01_p2r3I24,15.438951,-1.362407
cu03_p3r3J19,24.606752,-0.77080566
cu02_p1r4M9,24.412184,-2.9386036
cu02_p3r3I5,22.98194,-7.987177
cu03_p2r4M11,26.760685,-6.80004
cu01_p2r1D12,21.417677,-7.4992256
cu02_p2r3J23,15.322414,-1.2094052
cu03_p3r3J15,20.900011,-5.8286824
cu03_p2r2G9,24.662428,-4.3732433
cu02_p3r4N7,27.503836,-5.995889
cu02_p1r3J5,20.508427,-7.713716
cu02_p2r2E22,14.9735775,0.0382745
cu03_p4r1D11,21.507668,-3.5465262
cu01_p2r2E20,20.78282,-9.322133
cu03_p3r2F4,27.307888,-5.4044394
cu03_p2r2G1,22.63887,-5.2318273
cu03_p2r2F21,24.100903,-1.562379
cu03_p3r2H22,14.514393,-1.1407418
cu02_p2r3L18,25.330652,-1.5150267
cu01_p2r4M6,22.294558,-8.255725
cu03_p2r3I2,26.705784,-5.6401258
cu02_p2r1D15,25.036575,-2.794568
cu03_p3r3J12,24.581926,-3.4736369
cu03_p2r1B10,25.6522,-6.2667127
cu03_p2r1D13,22.804268,-1.2882051
cu01_p1r3I21,21.889347,-8.524215
cu03_p1r3J13,21.623259,-2.8680134
cu02_p3r4O18,25.278542,-9.390361
cu02_p3r3K4,25.227589,-0.9876591
cu03_p3r4M17,23.139853,-1.2245513
cu03_p1r2G6,24.652937,-7.5989585
cu01_p1r4M4,20.439787,-0.18691733
cu03_p1r2E2,22.85573,-3.959984
cu01_p1r3I12,20.495003,-0.8735716
cu01_p1r1C21,26.704086,-8.475145
cu02_p1r3K7,23.207075,-1.8167162
cu01_p2r2E22,14.560727,-1.5661267
cu03_p4r4O22,14.255925,-1.8762149
cu02_p3r2H8,22.447721,-9.56355
cu02_p3r2F1,19.023293,-7.739607
cu01_p2r2F16,24.373976,-3.7408059
cu03_p4r4N24,15.057911,-1.7181836
cu02_p2r3J6,25.847988,-3.3621101
cu01_p2r2F15,20.723494,-6.0923376
cu01_p2r3J9,26.161627,-7.4849677
cu03_p3r4O13,22.186195,-4.0565524
cu03_p4r1C11,24.03869,-6.2243633
cu03_p2r2F7,27.028582,-6.774815
cu02_p2r1B21,21.603125,-6.90725
eso29_p1C4,22.081459,-7.976103
cu03_p2r2G13,25.776432,-6.476851
cu03_p3r3L2,23.077896,-1.0292302
cu02_p2r2E1,23.968513,-9.072869
cu02_p2r1C10,24.493841,-9.188988
cu03_p1r4N2,21.992113,-5.487787
cu02_p2r3J3,24.63597,-3.46643
cu03_p1r1D13,24.636223,-3.52469
cu01_p1r4O11,21.647684,-8.306682
cu01_p1r4O21,20.463362,-0.94755125
cu03_p3r4O9,26.237185,-6.6380115
cu03_p2r2H22,13.99852,-1.424181
cu03_p3r1B23,15.308093,-1.8202715
cu03_p3r1B6,24.100485,-7.07207
cu02_p2r4M11,20.190739,-9.373038
cu02_p2r1B11,24.597582,-8.907916
cu03_p3r3J22,16.998985,-4.2959003
cu03_p2r3L11,24.351044,-6.292947
cu02_p3r1C22,15.584585,-0.33141005
cu02_p1r4N4,21.165272,-7.6083155
cu02_p1r2H18,24.773413,-6.2380857
cu02_p3r2F11,23.793592,-3.3307443
cu01_p1r3K8,24.824219,-1.3684893
cu02_p2r1D14,26.082743,-5.8531365
cu01_p2r1C19,20.267569,-8.945817
cu01_p2r2G21,15.780076,0.14028054
cu02_p3r1C20,26.306078,-7.758263
cu02_p2r3J21,24.691927,-4.202054
cu03_p3r4O5,23.05069,-6.498994
cu03_p3r3K10,20.971481,-5.0265346
cu03_p3r3L21,22.569914,-6.779164
cu01_p1r3I19,25.16522,-9.516903
cu02_p1r2E24,14.429147,-0.27919114
eso29_p2B1,25.284359,-5.635396
cu02_p1r3I9,22.84833,-0.04556607
cu02_p1r2H7,24.97975,-1.0925277
cu01_p1r2H2,26.5193,-5.4657707
cu01_p2r1C8,26.054798,-5.2674336
cu03_p1r1B2,22.426498,-4.1856856
cu01_p2r3J6,25.357676,-6.2988534
cu01_p2r3K6,26.463757,-8.931445
cu03_p3r4O12,23.624777,-6.584475
cu03_p3r2E1,25.331427,-2.2154272
cu01_p2r3J20,25.319862,-2.6590688
cu02_p1r1C7,25.747837,-2.291203
cu03_p2r4M2,24.854017,-7.8304977
cu02_p3r3J10,26.521023,-2.9095635
cu03_p1r3I12,23.478981,-4.400502
cu01_p1r4N23,25.142672,-1.2773211
cu02_p3r2H21,25.000214,0.36305073
cu01_p1r3I13,25.67802,-8.597157
cu03_p2r4M7,22.409595,-6.2593813
cu01_p1r2G11,22.566074,-8.397536
cu02_p2r1C11,25.172771,-7.913877
cu03_p4r4N8,21.41427,-5.6010947
cu02_p2r1B14,22.42325,-8.09331
cu01_p2r2E24,14.172388,-0.87114584
cu02_p2r3J17,24.605793,-0.17149957
cu01_p2r4N15,27.328634,-7.7286425
cu03_p1r3K2,23.066565,-7.5994563
cu02_p2r4M4,24.160946,0.10996168
cu01_p1r4O23,21.754126,-6.857308
cu02_p2r3I11,26.90577,-5.0372195
cu02_p1r3J6,20.992495,-1.0455093
cu03_p3r1D6,22.764166,-7.377158
cu03_p3r2E2,22.27501,-3.2435791
cu03_p3r2F7,22.501251,-4.1040854
cu02_p3r3L2,25.14437,-5.3460116
cu01_p1r3I11,21.005074,-8.247609
cu03_p2r1D19,26.030352,-6.3785877
cu03_p3r4M13,20.788857,-8.1642685
cu02_p1r2E15,26.122688,-1.624512
cu02_p2r3L4,24.198092,-4.831813
cu01_p2r3J11,19.653435,-6.8800406
cu03_p2r3K1,23.129114,-5.3103743
eso29_p1B5,21.356667,-7.089659
eso29_p2G3,20.715984,-9.1824465
cu01_p1r2F19,20.94542,-9.028483
cu02_p3r4M13,25.575525,-0.33233663
eso29_p2F1,25.516241,-5.0397706
cu03_p1r3I24,14.137487,-0.13136865
cu02_p2r4O2,20.836195,-7.387879
cu03_p3r3L11,24.604126,-7.2637987
cu01_p2r3I2,21.823017,-4.6088843
cu01_p1r4O5,23.479286,-4.9641695
cu01_p2r1C12,23.022789,-4.5120516
cu01_p1r2E4,20.52914,-0.6607846
cu01_p2r2E13,19.47093,-6.715974
cu03_p3r4M1,26.31221,-7.7273254
cu01_p2r3K4,21.339785,-8.599778
cu02_p1r1C14,25.84688,-9.3010235
cu02_p2r1B7,21.642162,-7.966334
cu02_p1r1D17,23.809566,-1.6229388
cu02_p3r4O4,21.940863,-8.225858
cu01_p1r3I14,24.220007,-3.8005812
cu02_p3r3K18,25.720005,-3.066627
cu01_p2r3L17,20.542652,-9.237349
cu03_p1r3J2,16.067732,-0.48955613
cu03_p2r2H14,27.812527,-6.271966
cu01_p2r4O18,27.137613,-5.4008827
cu02_p3r1A6,23.619774,-4.2209744
cu03_p2r1B5,25.105116,-8.310582
cu02_p2r1B15,21.210606,-9.135802
cu02_p3r3K11,24.782883,-3.4275036
cu03_p3r3J10,23.369139,-3.269278
cu02_p2r4N1,24.325447,-2.3596148
cu03_p4r4N10,23.12673,-5.521494
cu03_p2r2G6,25.754816,-1.0645367
cu01_p2r3J3,21.177464,0.22417699
cu03_p2r3J23,14.805547,-0.62106997
cu01_p1r2H5,25.935541,-2.9022374
cu02_p1r3J12,23.881721,-4.9756956
cu03_p3r4N10,26.789791,-8.1796465
cu03_p3r2H8,23.167511,-1.5056154
eso29_p2E1,23.558804,-8.465747
cu03_p3r1A17,22.707035,-2.3363197
cu02_p2r4O6,24.242157,-8.453227
cu01_p2r2H6,25.172813,-8.542472
cu03_p1r1B8,25.72502,-2.282216
cu03_p2r4O4,23.475006,-1.3124216
cu01_p2r2H1,23.493008,-6.905206
cu03_p4r4O10,23.386135,-6.7716293
cu02_p2r1A7,24.299385,-3.0960698
cu01_p2r3K17,26.03558,-1.7231277
cu02_p1r4N22,15.247288,-0.18486431
cu02_p2r1C2,24.865911,-4.4039364
cu03_p2r3K16,24.207045,-1.1174468
cu02_p3r3J12,22.863382,-8.7923765
eso29_p2H8,16.76233,-3.177481
cu02_p3r3I17,27.5002,-6.4559603
cu03_p3r1A18,24.010965,-4.1968527
cu02_p2r2H11,23.229193,-9.387708
cu02_p3r2G21,20.773605,-7.8258953
cu03_p2r1D12,24.39958,-4.947996
cu02_p2r2H10,26.372274,-8.674625
cu03_p3r1A19,24.522984,-6.632156
cu03_p2r2H11,25.418024,-7.5779686
cu03_p2r4O19,22.296469,-2.7860062
cu02_p3r4M10,25.423532,-4.2887063
cu02_p1r2F18,26.23958,-7.760553
cu02_p2r2F3,20.362078,-0.037406594
cu02_p1r1C22,14.722433,-0.24927942
cu01_p2r4M21,24.239733,-5.859836
cu02_p1r3J7,26.113628,-3.7137952
cu01_p1r4N15,21.977545,-9.46961
cu03_p2r1A18,24.512684,-0.6596075
cu01_p1r3L1,20.893324,-0.89074624
cu02_p1r2H23,14.493866,-0.4121184
cu03_p4r1B2,21.430172,-3.1240036
cu02_p2r2F10,23.860424,-1.1901356
cu03_p2r2G21,25.665977,-0.872523
cu02_p1r2H5,27.0049,-6.6252704
cu02_p1r1D16,20.38741,-0.18832436
cu03_p3r3K1,23.933556,0.34679827
cu02_p1r1C10,23.606373,-6.571439
cu01_p1r4N11,20.395475,-7.7333364
cu02_p2r1B6,27.91149,-6.8049893
cu03_p2r2H6,24.258385,-7.2280073
cu01_p1r1D11,25.438726,-5.453849
cu02_p1r2F3,20.97313,-0.15385187
cu03_p2r2F8,20.562145,-9.222216
cu01_p2r1B9,20.970201,-7.443198
cu03_p2r2H19,24.769169,-5.4436026
cu03_p2r1C8,24.269417,-7.055233
cu02_p2r4O5,27.376112,-5.5020494
cu02_p2r4N6,26.44149,-5.563112
cu02_p3r4N11,23.836649,-3.4435344
cu02_p2r2E23,14.699669,-0.13225923
cu01_p2r2F7,20.619028,-0.86913896
cu02_p1r2E8,25.129095,-9.426125
cu03_p2r1C16,25.06552,0.4479012
cu03_p2r2H3,22.807995,-5.5767503
cu02_p2r2G10,25.33195,-5.146334
cu02_p2r4M16,20.040178,-7.9132648
cu01_p2r2G15,21.189108,-6.9664555
cu02_p1r3K2,21.341743,-7.8628674
cu03_p2r2G18,24.33846,0.39495718
cu03_p2r1B8,22.511436,-5.609484
cu02_p1r4O10,24.6261,-2.4614108
cu02_p3r1A8,23.203318,-4.175645
cu02_p1r3K18,26.830976,-4.88764
cu02_p2r2H5,24.898039,-8.2519865
